Category,Review priority,Resource,Reason,Question to resolve,Resource ID
Veterans,Important specialized help,Utah National Guard SAPR St. George Armory victim advocate,"Review for this particular program or eligibility pathway: Utah National Guard SAPR pathway with a St. George Armory victim advocate and 24/7 confidential support for eligible military-connected sexual-violence survivors, with safety planning and community-resource connection.",,res-utah-national-guard-sapr-st-george
Veterans,Important specialized help,Utah Tech University Veteran and Military Services education-benefit certification and support,"Review for this particular program or eligibility pathway: Campus office helping Utah Tech veterans, service members, and military-connected family students use VA, DoD, and State of Utah education benefits and related enrollment supports.",,res-utah-tech-veteran-military-services-education-benefits
Veterans,Start here,U.S. Department of Veterans Affairs Veteran Readiness and Employment (VR&E / Chapter 31),Establish the VA vocational-rehabilitation application route separately from ordinary job services.,,res-va-vre-chapter31
Veterans,Start here,Utah DWS Veteran and Military Employment Services,Establish the veteran-specific workforce contact and how it connects to the ordinary DWS employment services.,,res-utah-dws-veteran-military-employment-services
Veterans,Start here,Homeless Veterans Fellowship Supportive Services for Veteran Families (SSVF),Establish the veteran-family homelessness prevention/rehousing route and local referral connection.,,res-homeless-veterans-fellowship-ssvf
Veterans,Important specialized help,U.S. Department of Veterans Affairs Veterans Burial Allowance and Transportation Benefits,"Review for this particular program or eligibility pathway: Federal VA burial, funeral, plot/interment, and transportation allowance claim for eligible people or organizations who paid qualifying veteran death expenses.",,res-va-burial-allowance-transportation
Veterans,Important specialized help,U.S. Department of Veterans Affairs Veterans Pension,Review for this particular program or eligibility pathway: Needs-based federal monthly income benefit for eligible wartime veterans with limited income and net worth who meet age or disability requirements.,,res-va-veterans-pension
Veterans,Important specialized help,Utah Department of Veterans and Military Affairs Accelerated Credentialing to Employment (ACE) Program,"Review for this particular program or eligibility pathway: Utah ACE pathway helping eligible veterans, military members, Guard/Reserve members, and spouses obtain civilian certificates, licenses, or short-term training connected to employment.",,res-udvma-ace-grant
Veterans,Important specialized help,Utah Department of Veterans and Military Affairs Utah Veteran First-Time Homebuyer Grant,"Review for this particular program or eligibility pathway: Utah veterans first-time homebuyer grant pathway described by UDVMA as a $2,500 grant for eligible military members buying a first home in Utah.",,res-udvma-veteran-first-time-homebuyer-grant
Veterans,Start here,U.S. Department of Veterans Affairs Veterans Justice Outreach - St. George contact,"Establish the justice-involved veteran connection to coordinate court, treatment and VA services.",,res-va-veterans-justice-outreach-st-george
Veterans,Start here,DAV / Veterans Transportation Service van from St. George to VA appointments,Establish the veteran medical-transport connection and booking constraints before assuming VA appointments are reachable.,,res-va-dav-vans-st-george
